order_details_id,order_id,order_date,order_time,item_id,Hour
189,80,02-01-2023,12:35:38 PM,110,12
190,80,02-01-2023,12:35:38 PM,111,12
191,81,02-01-2023,12:40:01 PM,112,12
192,82,02-01-2023,12:45:51 PM,113,12
193,82,02-01-2023,12:45:51 PM,114,12
194,82,02-01-2023,12:45:51 PM,107,12
195,82,02-01-2023,12:45:51 PM,108,12
196,83,02-01-2023,12:53:27 PM,109,12
197,84,02-01-2023,1:13:41 PM,110,13
198,85,02-01-2023,1:34:49 PM,111,13
199,85,02-01-2023,1:34:49 PM,112,13
200,85,02-01-2023,1:34:49 PM,113,13
201,85,02-01-2023,1:34:49 PM,114,13
202,86,02-01-2023,1:40:31 PM,107,13
203,87,02-01-2023,2:01:02 PM,108,14
204,87,02-01-2023,2:01:02 PM,109,14
205,87,02-01-2023,2:01:02 PM,110,14
206,87,02-01-2023,2:01:02 PM,111,14
207,88,02-01-2023,2:10:08 PM,112,14
208,89,02-01-2023,2:30:19 PM,113,14
209,89,02-01-2023,2:30:19 PM,114,14
210,90,02-01-2023,3:08:48 PM,107,15
211,90,02-01-2023,3:08:48 PM,108,15
212,91,02-01-2023,3:14:43 PM,109,15
213,91,02-01-2023,3:14:43 PM,110,15
214,91,02-01-2023,3:14:43 PM,111,15
215,92,02-01-2023,3:17:02 PM,112,15
216,92,02-01-2023,3:17:02 PM,113,15
217,92,02-01-2023,3:17:02 PM,114,15
218,92,02-01-2023,3:17:02 PM,107,15
219,92,02-01-2023,3:17:02 PM,108,15
220,92,02-01-2023,3:17:02 PM,109,15
221,92,02-01-2023,3:17:02 PM,110,15
222,92,02-01-2023,3:17:02 PM,111,15
223,92,02-01-2023,3:17:02 PM,112,15
224,93,02-01-2023,3:29:31 PM,113,15
225,94,02-01-2023,4:17:16 PM,114,16
226,94,02-01-2023,4:17:16 PM,107,16
227,95,02-01-2023,4:18:04 PM,108,16
228,95,02-01-2023,4:18:04 PM,109,16
229,96,02-01-2023,4:21:20 PM,110,16
230,97,02-01-2023,4:45:33 PM,111,16
231,98,02-01-2023,5:18:18 PM,112,17
232,98,02-01-2023,5:18:18 PM,113,17
233,99,02-01-2023,5:45:42 PM,114,17
234,100,02-01-2023,5:46:17 PM,107,17
235,101,02-01-2023,5:51:33 PM,108,17
236,101,02-01-2023,5:51:33 PM,109,17
237,101,02-01-2023,5:51:33 PM,110,17
238,101,02-01-2023,5:51:33 PM,111,17
239,102,02-01-2023,5:54:04 PM,112,17
240,102,02-01-2023,5:54:04 PM,113,17
241,103,02-01-2023,6:02:09 PM,114,18
242,104,02-01-2023,6:02:12 PM,107,18
243,104,02-01-2023,6:02:12 PM,108,18
244,104,02-01-2023,6:02:12 PM,109,18
245,104,02-01-2023,6:02:12 PM,110,18
246,105,02-01-2023,6:12:01 PM,111,18
247,105,02-01-2023,6:12:01 PM,112,18
248,105,02-01-2023,6:12:01 PM,113,18
249,106,02-01-2023,6:12:13 PM,114,18
250,106,02-01-2023,6:12:13 PM,107,18
251,107,02-01-2023,6:25:09 PM,108,18
252,107,02-01-2023,6:25:09 PM,109,18
253,107,02-01-2023,6:25:09 PM,110,18
254,107,02-01-2023,6:25:09 PM,111,18
255,108,02-01-2023,6:25:25 PM,112,18
256,108,02-01-2023,6:25:25 PM,113,18
257,108,02-01-2023,6:25:25 PM,114,18
258,109,02-01-2023,6:27:50 PM,107,18
259,109,02-01-2023,6:27:50 PM,108,18
260,109,02-01-2023,6:27:50 PM,109,18
261,109,02-01-2023,6:27:50 PM,110,18
262,110,02-01-2023,6:36:19 PM,111,18
263,110,02-01-2023,6:36:19 PM,112,18
264,110,02-01-2023,6:36:19 PM,113,18
265,110,02-01-2023,6:36:19 PM,114,18
266,111,02-01-2023,6:38:01 PM,107,18
267,111,02-01-2023,6:38:01 PM,108,18
268,111,02-01-2023,6:38:01 PM,109,18
269,111,02-01-2023,6:38:01 PM,110,18
270,112,02-01-2023,6:41:40 PM,111,18
271,113,02-01-2023,6:50:21 PM,112,18
272,113,02-01-2023,6:50:21 PM,113,18
273,113,02-01-2023,6:50:21 PM,114,18
274,114,02-01-2023,6:59:32 PM,107,18
275,114,02-01-2023,6:59:32 PM,108,18
276,115,02-01-2023,7:05:17 PM,109,19
277,115,02-01-2023,7:05:17 PM,110,19
278,115,02-01-2023,7:05:17 PM,111,19
279,116,02-01-2023,7:18:49 PM,112,19
280,117,02-01-2023,7:23:02 PM,113,19
281,117,02-01-2023,7:23:02 PM,114,19
282,118,02-01-2023,7:26:59 PM,107,19
283,118,02-01-2023,7:26:59 PM,108,19
284,119,02-01-2023,7:32:29 PM,109,19
285,120,02-01-2023,7:35:07 PM,110,19
286,120,02-01-2023,7:35:07 PM,111,19
287,120,02-01-2023,7:35:07 PM,112,19
288,121,02-01-2023,7:38:48 PM,113,19
289,121,02-01-2023,7:38:48 PM,114,19
290,121,02-01-2023,7:38:48 PM,107,19
291,121,02-01-2023,7:38:48 PM,108,19
292,122,02-01-2023,7:50:19 PM,109,19
293,123,02-01-2023,8:12:09 PM,110,20
294,124,02-01-2023,8:12:34 PM,111,20
295,124,02-01-2023,8:12:34 PM,112,20
296,124,02-01-2023,8:12:34 PM,113,20
297,124,02-01-2023,8:12:34 PM,114,20
298,125,02-01-2023,8:31:06 PM,107,20
299,126,02-01-2023,8:53:42 PM,108,20
300,127,02-01-2023,8:58:23 PM,109,20
301,128,02-01-2023,9:05:06 PM,110,21
302,129,02-01-2023,9:13:02 PM,111,21
303,129,02-01-2023,9:13:02 PM,112,21
304,130,02-01-2023,9:14:55 PM,113,21
305,130,02-01-2023,9:14:55 PM,114,21
306,130,02-01-2023,9:14:55 PM,107,21
307,130,02-01-2023,9:14:55 PM,108,21
308,131,02-01-2023,9:33:10 PM,109,21
309,131,02-01-2023,9:33:10 PM,110,21
310,131,02-01-2023,9:33:10 PM,111,21
311,131,02-01-2023,9:33:10 PM,112,21
312,132,02-01-2023,9:42:45 PM,113,21
313,133,02-01-2023,10:00:17 PM,114,22
314,133,02-01-2023,10:00:17 PM,107,22
315,133,02-01-2023,10:00:17 PM,108,22
316,134,02-01-2023,10:13:24 PM,109,22
317,134,02-01-2023,10:13:24 PM,110,22
318,134,02-01-2023,10:13:24 PM,111,22
319,135,02-01-2023,10:29:34 PM,112,22
320,136,02-01-2023,10:32:49 PM,113,22
321,136,02-01-2023,10:32:49 PM,114,22
322,137,03-01-2023,11:34:10 AM,107,11
323,137,03-01-2023,11:34:10 AM,108,11
324,137,03-01-2023,11:34:10 AM,109,11
325,138,03-01-2023,11:44:50 AM,110,11
326,138,03-01-2023,11:44:50 AM,111,11
327,138,03-01-2023,11:44:50 AM,112,11
328,138,03-01-2023,11:44:50 AM,113,11
329,139,03-01-2023,11:57:39 AM,114,11
330,140,03-01-2023,12:26:44 PM,107,12
331,140,03-01-2023,12:26:44 PM,108,12
332,141,03-01-2023,1:16:01 PM,109,13
333,142,03-01-2023,1:33:59 PM,110,13
334,143,03-01-2023,1:41:36 PM,111,13
335,143,03-01-2023,1:41:36 PM,112,13
336,143,03-01-2023,1:41:36 PM,113,13
337,143,03-01-2023,1:41:36 PM,114,13
338,143,03-01-2023,1:41:36 PM,107,13
339,143,03-01-2023,1:41:36 PM,108,13
340,143,03-01-2023,1:41:36 PM,109,13
341,143,03-01-2023,1:41:36 PM,110,13
342,144,03-01-2023,1:44:28 PM,111,13
343,144,03-01-2023,1:44:28 PM,112,13
344,144,03-01-2023,1:44:28 PM,113,13
345,144,03-01-2023,1:44:28 PM,114,13
346,144,03-01-2023,1:44:28 PM,107,13
347,144,03-01-2023,1:44:28 PM,108,13
348,144,03-01-2023,1:44:28 PM,109,13
349,144,03-01-2023,1:44:28 PM,110,13
350,144,03-01-2023,1:44:28 PM,111,13
351,144,03-01-2023,1:44:28 PM,112,13
352,144,03-01-2023,1:44:28 PM,113,13
353,144,03-01-2023,1:44:28 PM,114,13
354,145,03-01-2023,1:53:48 PM,107,13
355,146,03-01-2023,2:22:10 PM,108,14
356,146,03-01-2023,2:22:10 PM,109,14
357,146,03-01-2023,2:22:10 PM,110,14
358,147,03-01-2023,2:32:51 PM,111,14
359,148,03-01-2023,2:40:42 PM,112,14
360,149,03-01-2023,2:48:45 PM,113,14
361,150,03-01-2023,2:49:58 PM,114,14
362,151,03-01-2023,3:09:34 PM,107,15
363,151,03-01-2023,3:09:34 PM,108,15
364,152,03-01-2023,3:09:42 PM,109,15
365,152,03-01-2023,3:09:42 PM,110,15
366,152,03-01-2023,3:09:42 PM,111,15
367,152,03-01-2023,3:09:42 PM,112,15
368,153,03-01-2023,3:16:34 PM,113,15
369,154,03-01-2023,3:22:43 PM,114,15
370,155,03-01-2023,3:28:59 PM,107,15
371,155,03-01-2023,3:28:59 PM,108,15
372,155,03-01-2023,3:28:59 PM,109,15
373,155,03-01-2023,3:28:59 PM,110,15
374,156,03-01-2023,3:42:19 PM,111,15
375,156,03-01-2023,3:42:19 PM,112,15
376,157,03-01-2023,3:43:03 PM,113,15
377,157,03-01-2023,3:43:03 PM,114,15
378,157,03-01-2023,3:43:03 PM,107,15
379,157,03-01-2023,3:43:03 PM,108,15
380,158,03-01-2023,3:54:30 PM,109,15
381,158,03-01-2023,3:54:30 PM,110,15
382,159,03-01-2023,3:59:22 PM,111,15
383,159,03-01-2023,3:59:22 PM,112,15
384,160,03-01-2023,4:35:33 PM,113,16
385,161,03-01-2023,4:43:46 PM,114,16
386,161,03-01-2023,4:43:46 PM,107,16
387,161,03-01-2023,4:43:46 PM,108,16
388,162,03-01-2023,4:51:22 PM,109,16
389,163,03-01-2023,4:54:54 PM,110,16
390,163,03-01-2023,4:54:54 PM,111,16
391,163,03-01-2023,4:54:54 PM,112,16
392,164,03-01-2023,4:56:33 PM,113,16
393,164,03-01-2023,4:56:33 PM,114,16
394,165,03-01-2023,4:57:37 PM,107,16
395,166,03-01-2023,4:58:51 PM,108,16
396,167,03-01-2023,5:00:49 PM,109,17
397,167,03-01-2023,5:00:49 PM,110,17
398,167,03-01-2023,5:00:49 PM,111,17
399,168,03-01-2023,5:02:27 PM,112,17
400,168,03-01-2023,5:02:27 PM,113,17
401,169,03-01-2023,5:15:48 PM,114,17
402,169,03-01-2023,5:15:48 PM,107,17
403,169,03-01-2023,5:15:48 PM,108,17
404,170,03-01-2023,5:21:31 PM,109,17
405,171,03-01-2023,5:23:03 PM,110,17
406,172,03-01-2023,5:29:24 PM,111,17
407,172,03-01-2023,5:29:24 PM,112,17
408,172,03-01-2023,5:29:24 PM,113,17
409,173,03-01-2023,5:35:30 PM,114,17
410,173,03-01-2023,5:35:30 PM,107,17
411,173,03-01-2023,5:35:30 PM,108,17
412,174,03-01-2023,5:37:49 PM,109,17
413,174,03-01-2023,5:37:49 PM,110,17
414,174,03-01-2023,5:37:49 PM,111,17
415,174,03-01-2023,5:37:49 PM,112,17
416,175,03-01-2023,5:50:51 PM,113,17
417,176,03-01-2023,5:51:57 PM,114,17
418,176,03-01-2023,5:51:57 PM,107,17
419,177,03-01-2023,5:54:36 PM,108,17
420,177,03-01-2023,5:54:36 PM,109,17
421,178,03-01-2023,6:15:03 PM,110,18
422,179,03-01-2023,6:20:14 PM,111,18
423,179,03-01-2023,6:20:14 PM,112,18
424,179,03-01-2023,6:20:14 PM,113,18
425,180,03-01-2023,6:33:34 PM,114,18
426,180,03-01-2023,6:33:34 PM,107,18
427,181,03-01-2023,6:49:32 PM,108,18
428,182,03-01-2023,6:50:10 PM,109,18
429,182,03-01-2023,6:50:10 PM,110,18
430,183,03-01-2023,6:54:55 PM,111,18
431,183,03-01-2023,6:54:55 PM,112,18
432,183,03-01-2023,6:54:55 PM,113,18
433,184,03-01-2023,6:59:05 PM,114,18
434,185,03-01-2023,7:08:33 PM,107,19
435,185,03-01-2023,7:08:33 PM,108,19
436,186,03-01-2023,7:36:00 PM,109,19
437,186,03-01-2023,7:36:00 PM,110,19
438,186,03-01-2023,7:36:00 PM,111,19
439,186,03-01-2023,7:36:00 PM,112,19
440,187,03-01-2023,7:37:12 PM,113,19
441,187,03-01-2023,7:37:12 PM,114,19
442,188,03-01-2023,8:08:39 PM,107,20
443,188,03-01-2023,8:08:39 PM,108,20
444,188,03-01-2023,8:08:39 PM,109,20
445,189,03-01-2023,8:12:14 PM,110,20
446,189,03-01-2023,8:12:14 PM,111,20
447,190,03-01-2023,8:14:23 PM,112,20
448,190,03-01-2023,8:14:23 PM,113,20
449,190,03-01-2023,8:14:23 PM,114,20
450,190,03-01-2023,8:14:23 PM,107,20
451,191,03-01-2023,8:24:50 PM,108,20
452,191,03-01-2023,8:24:50 PM,109,20
453,192,03-01-2023,8:30:08 PM,110,20
454,192,03-01-2023,8:30:08 PM,111,20
455,193,03-01-2023,8:55:47 PM,112,20
456,193,03-01-2023,8:55:47 PM,113,20
457,193,03-01-2023,8:55:47 PM,114,20
458,194,03-01-2023,9:21:24 PM,107,21
459,195,03-01-2023,9:25:20 PM,108,21
460,196,03-01-2023,9:40:14 PM,109,21
461,196,03-01-2023,9:40:14 PM,110,21
462,196,03-01-2023,9:40:14 PM,111,21
463,197,03-01-2023,9:47:48 PM,112,21
464,197,03-01-2023,9:47:48 PM,113,21
465,197,03-01-2023,9:47:48 PM,114,21
466,197,03-01-2023,9:47:48 PM,107,21
467,198,03-01-2023,9:55:42 PM,108,21
468,198,03-01-2023,9:55:42 PM,109,21
469,199,03-01-2023,10:10:38 PM,110,22
470,200,03-01-2023,10:24:05 PM,111,22
471,201,03-01-2023,10:29:59 PM,112,22
472,201,03-01-2023,10:29:59 PM,113,22
473,201,03-01-2023,10:29:59 PM,114,22
474,201,03-01-2023,10:29:59 PM,107,22
475,202,03-01-2023,10:50:29 PM,108,22
476,203,04-01-2023,11:30:48 AM,109,11
477,203,04-01-2023,11:30:48 AM,110,11
478,203,04-01-2023,11:30:48 AM,111,11
479,203,04-01-2023,11:30:48 AM,112,11
480,204,04-01-2023,11:36:25 AM,113,11
481,205,04-01-2023,11:43:54 AM,114,11
482,205,04-01-2023,11:43:54 AM,107,11
483,205,04-01-2023,11:43:54 AM,108,11
484,206,04-01-2023,11:45:10 AM,109,11
485,206,04-01-2023,11:45:10 AM,110,11
486,206,04-01-2023,11:45:10 AM,111,11
487,207,04-01-2023,12:03:58 PM,112,12
488,208,04-01-2023,12:12:05 PM,113,12
489,208,04-01-2023,12:12:05 PM,114,12
490,208,04-01-2023,12:12:05 PM,107,12
491,208,04-01-2023,12:12:05 PM,108,12
492,208,04-01-2023,12:12:05 PM,109,12
493,209,04-01-2023,12:29:17 PM,110,12
494,210,04-01-2023,12:34:13 PM,111,12
495,211,04-01-2023,12:54:20 PM,112,12
496,212,04-01-2023,1:16:03 PM,113,13
497,213,04-01-2023,1:20:39 PM,114,13
498,214,04-01-2023,1:39:16 PM,107,13
499,214,04-01-2023,1:39:16 PM,108,13
500,214,04-01-2023,1:39:16 PM,109,13
501,214,04-01-2023,1:39:16 PM,110,13
502,215,04-01-2023,1:44:49 PM,111,13
503,216,04-01-2023,2:31:56 PM,112,14
504,216,04-01-2023,2:31:56 PM,113,14
505,216,04-01-2023,2:31:56 PM,114,14
506,217,04-01-2023,2:35:03 PM,107,14
507,217,04-01-2023,2:35:03 PM,108,14
508,218,04-01-2023,2:35:11 PM,109,14
509,219,04-01-2023,2:42:01 PM,110,14
510,219,04-01-2023,2:42:01 PM,111,14
511,219,04-01-2023,2:42:01 PM,112,14
512,219,04-01-2023,2:42:01 PM,113,14
513,220,04-01-2023,3:31:59 PM,114,15
514,220,04-01-2023,3:31:59 PM,107,15
515,220,04-01-2023,3:31:59 PM,108,15
516,220,04-01-2023,3:31:59 PM,109,15
517,221,04-01-2023,3:33:18 PM,110,15
518,221,04-01-2023,3:33:18 PM,111,15
519,221,04-01-2023,3:33:18 PM,112,15
520,222,04-01-2023,3:46:38 PM,113,15
521,222,04-01-2023,3:46:38 PM,114,15
522,223,04-01-2023,4:08:20 PM,107,16
523,224,04-01-2023,4:39:58 PM,108,16
524,224,04-01-2023,4:39:58 PM,109,16
525,224,04-01-2023,4:39:58 PM,110,16
526,224,04-01-2023,4:39:58 PM,111,16
527,225,04-01-2023,4:41:48 PM,112,16
528,225,04-01-2023,4:41:48 PM,113,16
529,225,04-01-2023,4:41:48 PM,114,16
530,226,04-01-2023,4:59:39 PM,107,16
531,227,04-01-2023,5:24:39 PM,108,17
532,227,04-01-2023,5:24:39 PM,109,17
533,228,04-01-2023,5:31:24 PM,110,17
534,229,04-01-2023,5:37:57 PM,111,17
535,229,04-01-2023,5:37:57 PM,112,17
536,229,04-01-2023,5:37:57 PM,113,17
537,230,04-01-2023,5:58:38 PM,114,17
538,231,04-01-2023,6:04:18 PM,107,18
539,231,04-01-2023,6:04:18 PM,108,18
540,231,04-01-2023,6:04:18 PM,109,18
541,232,04-01-2023,6:21:59 PM,110,18
542,232,04-01-2023,6:21:59 PM,111,18
543,233,04-01-2023,6:26:51 PM,112,18
544,234,04-01-2023,6:36:09 PM,113,18
545,234,04-01-2023,6:36:09 PM,114,18
546,234,04-01-2023,6:36:09 PM,107,18
547,235,04-01-2023,6:51:30 PM,108,18
548,236,04-01-2023,7:21:04 PM,109,19
549,236,04-01-2023,7:21:04 PM,110,19
550,237,04-01-2023,7:27:48 PM,111,19
551,238,04-01-2023,7:45:15 PM,112,19
552,239,04-01-2023,7:57:52 PM,113,19
553,239,04-01-2023,7:57:52 PM,114,19
554,240,04-01-2023,8:10:24 PM,107,20
555,241,04-01-2023,8:11:25 PM,108,20
556,241,04-01-2023,8:11:25 PM,109,20
557,242,04-01-2023,8:15:29 PM,110,20
558,242,04-01-2023,8:15:29 PM,111,20
559,242,04-01-2023,8:15:29 PM,112,20
560,243,04-01-2023,8:26:17 PM,113,20
561,243,04-01-2023,8:26:17 PM,114,20
562,244,04-01-2023,8:26:22 PM,107,20
563,244,04-01-2023,8:26:22 PM,108,20
564,245,04-01-2023,8:28:41 PM,109,20
565,245,04-01-2023,8:28:41 PM,110,20
566,246,04-01-2023,8:30:48 PM,111,20
567,246,04-01-2023,8:30:48 PM,112,20
568,247,04-01-2023,8:55:29 PM,113,20
569,247,04-01-2023,8:55:29 PM,114,20
570,247,04-01-2023,8:55:29 PM,107,20
571,248,04-01-2023,8:58:19 PM,108,20
572,248,04-01-2023,8:58:19 PM,109,20
573,249,04-01-2023,9:06:16 PM,110,21
574,249,04-01-2023,9:06:16 PM,111,21
575,250,04-01-2023,9:07:05 PM,112,21
576,251,04-01-2023,9:10:05 PM,113,21
577,252,04-01-2023,10:13:15 PM,114,22
578,253,04-01-2023,10:16:18 PM,107,22
579,254,04-01-2023,10:22:13 PM,108,22
580,254,04-01-2023,10:22:13 PM,109,22
581,254,04-01-2023,10:22:13 PM,110,22
